1:1	Lii mooy cosaanu Yeesu Kirist, sëtu Daawuda, sëtu Ibraayma.
27:60	dugal ko ca bàmmeel bu bees, ba mu yettaloon boppam ciw doj. Mu béraŋ doj wu mag ca buntu bàmmeel ba, dem.
27:61	Fekk Maryaamam Magdala ak Maryaama ma ca des ñoo fa toogoon janook bàmmeel ba.
27:62	Ba bët setee nag, ca bés ba topp bésu Waajal ba, saraxalekat yu mag ya ak Farisen ya dajaloo, jëm ci Pilaat.
27:63	Ñu ne ko: «Boroom réew mi, fàttaliku nanu ne, naxkat booba waxoon na, bi muy dund naan: “Gannaaw ñetti fan dinaa dekki.”
27:64	Danoo bëggoon nag, nga santaane, ñu wottu bàmmeel ba, ba am ñetti fan, ngir bañ taalibeem ya ñëw, sàcc néew ba, tey yégle ne dekki na. Bu ko defee nax bu mujj boobu dina yées bu jëkk ba.»
27:65	Pilaat tontu leen: «Amleen, ay wottukat a ngi nii. Demleen wottuji ko, ni ngeen mane.»
27:66	Noonu ñu dem, tëj bàmmeel ba bu wóor, ñu tay ca doj wa màndarga, teg fa wottukat ya.
28:1	Gannaaw bésu noflaay ba nag, ca fajar ga, ca bés bu jëkk ca ayu-bés ga, Maryaamam Magdala ak Maryaama ma ca des dem, seeti bàmmeel ba.
28:2	Fekk suuf yengu woon na bu metti, ndaxte benn malaakam Boroom bi wàcc na ci asamaan, ñëw béraŋ doj wa, toog ci kaw.
28:3	Meloom mel na ni melax, ay yéreem weex tàll ni perkaal.
28:4	Ñi doon wottu tiit bay lox, daldi mel ni ñu dee.
28:5	Noonu malaaka ma ne jigéen ña: «Buleen tiit. Xam naa ne, yéena ngi wut Yeesu, ma ñu daajoon ca bant ba,
28:6	waaye nekkatu fi, ndaxte dekki na, ni mu ko waxe woon. Ñëwleen seet fi mu tëddoon,
28:7	te ngeen dem bu gaaw, wax ay taalibeem ne, dekki na te jiituji na leen Galile; foofa ngeen koy gise. Lii laa leen wax.»
28:8	Bi loolu amee nag jigéen ña daldi jóge bu gaaw ca bàmmeel ba, tiit ak mbég mu réy di jax seen xol, ñu daldi daw, ngir yégal ko taalibe ya.
28:9	Ba ñuy dem nag, Yeesu taseek ñoom ne leen: «Maa ngi leen di nuyu.» Jigéen ña jegesi, laxasu cay tànkam, di ko màggal.
28:10	Yeesu ne leen: «Buleen tiit, waaye demleen yégal samay bokk, ñu dem Galile; foofa lañu may gise.»
28:11	Ba ñuy dem, ñenn ca wottukat ya ñëw ca dëkk ba, xamal saraxalekat yu mag ya lépp lu xew.
28:12	Noonu saraxalekat ya dajaloo ak njiit ya, ñu diisoo; ba noppi ñu fab xaalis bu bare, jox ko xarekat ya,
28:13	ne leen: «Nangeen wax lii: “Ay taalibeem ñëw nañu ci guddi, sàcc ko, bi nuy nelaw.”
28:14	Te bu ko boroom réew mi yégee nag, dinanu ko neexal, ngir rawale leen.»
28:15	Wottukat ya nag fab xaalis ba, def la ñu leen santoon. Te nettali boobu siiw na ci Yawut yi ba bésu tey.
28:16	Noonu fukki taalibe ya ak benn dem ci biir Galile, ca tund wa leen Yeesu digaloon.
28:17	Bi ñu gisee Yeesu, ñu màggal ko, waaye ñenn ñi am xel ñaar.
28:18	Yeesu jegesi ne leen: «Sañ-sañ bépp, jox nañu ma ko ci kaw ak ci suuf.
28:19	Demleen nag sàkk ay taalibe ci xeet yépp, sóob leen ci ndox ci turu Baay bi ak Doom ji ak Xel mu Sell mi;
28:20	te ngeen jàngal leen, ñuy sàmm lépp li ma leen sant. Te maa ngi ànd ak yéen bés bu nekk, ba kera àddina di tukki.»
